         Google	              -
     attainment	              -	         O	      I-A2	         O
             of	              -	         O	      I-A2	         O
             an	              -	         O	      I-A2	         O
      education	              -	         O	      I-A2	         O
              ,	              -	         O	      I-A2	         O
       training	              -	         O	      I-A2	         O
              ,	              -	         O	      I-A2	         O
              a	              -	         O	      I-A2	         O
         career	              -	         O	      I-A2	         O
       position	              -	         O	      I-A2	         O
              ,	              -	         O	      I-A2	         O
             or	              -	         O	      I-A2	         O
              a	              -	         O	      I-A2	         O
        license	              -	         O	      I-A2	         O
             by	              -	         O	      I-A2	         O
            the	              -	         O	      I-A2	         O
     supporting	     supporting	         O	      I-A2	       S-V
          party	              -	         O	      E-A2	      S-A0
              .	              -	         O	         O	         O

              "	              -	         O	         O	      B-A0	         O	         O	         O
              (	              -	         O	         O	      I-A0	         O	         O	         O
              c	              -	         O	         O	      I-A0	         O	         O	         O
              )	              -	         O	         O	      I-A0	         O	         O	         O
            The	              -	         O	         O	      I-A0	         O	         O	         O
        ability	              -	         O	         O	      I-A0	         O	         O	         O
             of	              -	         O	         O	      I-A0	         O	         O	         O
            the	              -	         O	      B-A0	      I-A0	         O	         O	         O
     supporting	     supporting	       S-V	      I-A0	      I-A0	         O	         O	         O
          party	              -	      S-A0	      E-A0	      E-A0	         O	         O	         O
             to	              -	         O	         O	         O	         O	         O	         O
            pay	            pay	         O	       S-V	         O	         O	         O	         O
        spousal	              -	         O	      B-A1	         O	         O	         O	         O
        support	              -	         O	      E-A1	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O
         taking	         taking	         O	         O	       S-V	         O	         O	         O
           into	              -	         O	         O	      B-A2	         O	         O	         O
        account	              -	         O	         O	      E-A2	         O	         O	         O
            the	              -	         O	         O	      B-A1	         O	         O	      B-A0
     supporting	     supporting	         O	         O	      I-A1	       S-V	         O	      I-A0
          party	              -	         O	         O	      I-A1	      S-A0	         O	      I-A0
             's	              -	         O	         O	      I-A1	         O	         O	      I-A0
        earning	        earning	         O	         O	      I-A1	         O	       S-V	      I-A0
       capacity	              -	         O	         O	      I-A1	         O	      S-A0	      I-A0
              ,	              -	         O	         O	      I-A1	         O	         O	      E-A0
         earned	         earned	         O	         O	      I-A1	         O	         O	       S-V
            and	              -	         O	         O	      I-A1	         O	         O	         O
       unearned	              -	         O	         O	      I-A1	         O	         O	         O
         income	              -	         O	         O	      I-A1	         O	         O	      B-A1
              ,	              -	         O	         O	      I-A1	         O	         O	      I-A1
         assets	              -	         O	         O	      I-A1	         O	         O	      I-A1
              ,	              -	         O	         O	      I-A1	         O	         O	      I-A1
            and	              -	         O	         O	      I-A1	         O	         O	      I-A1
       standard	              -	         O	         O	      I-A1	         O	         O	      I-A1
             of	              -	         O	         O	      I-A1	         O	         O	      I-A1
         living	              -	         O	         O	      E-A1	         O	         O	      E-A1
              .	              -	         O	         O	         O	         O	         O	         O

              "	              -	         O
              (	              -	         O
              d	              -	         O
              )	              -	         O
            The	              -	      B-A1
          needs	              -	      I-A1
             of	              -	      I-A1
           each	              -	      I-A1
          party	              -	      E-A1
          based	          based	       S-V
             on	              -	      B-A2
            the	              -	      I-A2
       standard	              -	      I-A2
             of	              -	      I-A2
         living	              -	      I-A2
    established	              -	      I-A2
         during	              -	      I-A2
            the	              -	      I-A2
       marriage	              -	      E-A2
              .	              -	         O

              "	              -	         O
              (	              -	         O
              e	              -	         O
              )	              -	         O
            The	              -	      B-A2
    obligations	              -	      I-A2
            and	              -	      I-A2
         assets	              -	      E-A2
              ,	              -	         O
      including	      including	       S-V
            the	              -	      B-A1
       separate	              -	      I-A1
       property	              -	      I-A1
              ,	              -	      I-A1
             of	              -	      I-A1
           each	              -	      I-A1
          party	              -	      E-A1
              .	              -	         O

              "	              -
              (	              -
              f	              -
              )	              -
            The	              -
       duration	              -
             of	              -
            the	              -
       marriage	              -
              .	              -

              "	              -	         O	         O	         O
              (	              -	         O	         O	         O
              g	              -	         O	         O	         O
              )	              -	         O	         O	         O
            The	              -	         O	         O	         O
        ability	              -	         O	         O	         O
             of	              -	         O	         O	         O
            the	              -	         O	         O	         O
      supported	      supported	       S-V	         O	         O
          party	              -	      S-A0	         O	         O
             to	              -	         O	         O	         O
         engage	         engage	         O	       S-V	         O
             in	              -	         O	      B-A2	         O
        gainful	              -	         O	      I-A2	         O
     employment	              -	         O	      E-A2	         O
        without	              -	         O	  B-AM-MNR	         O
         unduly	              -	         O	  I-AM-MNR	  S-AM-MNR
    interfering	    interfering	         O	  E-AM-MNR	       S-V
           with	              -	         O	      B-A2	      B-A1
            the	              -	         O	      I-A2	      I-A1
      interests	              -	         O	      I-A2	      I-A1
             of	              -	         O	      I-A2	      I-A1
      dependent	              -	         O	      I-A2	      I-A1
       children	              -	         O	      I-A2	      I-A1
             in	              -	         O	      I-A2	      I-A1
            the	              -	         O	      I-A2	      I-A1
        custody	              -	         O	      I-A2	      I-A1
             of	              -	         O	      I-A2	      I-A1
            the	              -	         O	      I-A2	      I-A1
          party	              -	         O	      E-A2	      E-A1
              .	              -	         O	         O	         O

              "	              -
              (	              -
              h	              -
              )	              -
            The	              -
            age	              -
            and	              -
         health	              -
             of	              -
            the	              -
        parties	              -
              .	              -

              "	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
              (	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
              i	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
              )	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
     Documented	     Documented	       S-V	         O	         O	         O	         O	         O	         O	         O	         O	         O
       evidence	              -	      S-A1	         O	         O	         O	         O	         O	         O	         O	         O	         O
             of	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
            any	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
        history	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
             of	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
       domestic	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
       violence	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
             as	              -	         O	         O	         O	         O	         O	  B-AM-DIS	         O	         O	         O	         O
        defined	        defined	         O	       S-V	         O	         O	         O	  I-AM-DIS	         O	         O	         O	         O
             in	              -	         O	      B-A2	         O	         O	         O	  I-AM-DIS	         O	         O	         O	         O
        Section	              -	         O	      I-A2	         O	      B-A1	         O	  I-AM-DIS	         O	         O	         O	         O
           6211	              -	         O	      I-A2	         O	      E-A1	         O	  I-AM-DIS	         O	         O	         O	         O
              ,	              -	         O	      I-A2	         O	         O	         O	  I-AM-DIS	         O	         O	         O	         O
        between	              -	         O	      I-A2	         O	         O	         O	  I-AM-DIS	         O	         O	         O	         O
            the	              -	         O	      I-A2	      B-A2	         O	         O	  I-AM-DIS	         O	         O	         O	         O
        parties	              -	         O	      I-A2	      E-A2	         O	         O	  E-AM-DIS	         O	         O	         O	         O
              ,	              -	         O	      I-A2	         O	         O	         O	         O	         O	         O	         O	         O
      including	      including	         O	      I-A2	       S-V	         O	         O	         O	         O	         O	         O	         O
              ,	              -	         O	      I-A2	         O	         O	         O	         O	         O	         O	         O	         O
            but	              -	         O	      I-A2	         O	         O	         O	         O	         O	         O	         O	         O
            not	              -	         O	      I-A2	         O	  S-AM-NEG	         O	         O	         O	         O	         O	         O
        limited	        limited	         O	      I-A2	         O	       S-V	         O	         O	         O	         O	         O	         O
             to	              -	         O	      I-A2	         O	         O	         O	         O	         O	         O	         O	         O
              ,	              -	         O	      I-A2	         O	         O	         O	         O	         O	         O	         O	         O
  consideration	              -	         O	      I-A2	         O	      S-A1	         O	      B-A1	         O	         O	         O	         O
             of	              -	         O	      I-A2	         O	         O	         O	      I-A1	         O	         O	         O	         O
      emotional	              -	         O	      I-A2	         O	      B-A1	      B-A2	      I-A1	         O	         O	         O	         O
       distress	              -	         O	      E-A2	         O	      E-A1	      E-A2	      I-A1	         O	         O	         O	         O
      resulting	      resulting	         O	         O	         O	         O	       S-V	      I-A1	         O	         O	         O	         O
           from	              -	         O	         O	         O	         O	      B-A2	      I-A1	         O	         O	         O	         O
       domestic	              -	         O	         O	         O	         O	      I-A2	      I-A1	         O	         O	         O	         O
       violence	              -	         O	         O	         O	         O	      E-A2	      E-A1	         O	         O	         O	         O
    perpetrated	    perpetrated	         O	         O	         O	         O	         O	       S-V	         O	         O	         O	         O
        against	              -	         O	         O	         O	         O	         O	      B-A2	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	      I-A2	         O	         O	         O	         O
      supported	      supported	         O	         O	         O	         O	         O	      I-A2	       S-V	         O	         O	         O
          party	              -	         O	         O	         O	         O	         O	      E-A2	      S-A1	         O	         O	         O
             by	              -	         O	         O	         O	         O	         O	      B-A0	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	      I-A0	         O	         O	         O	         O
     supporting	     supporting	         O	         O	         O	         O	         O	      I-A0	         O	       S-V	         O	         O
          party	              -	         O	         O	         O	         O	         O	      E-A0	         O	      S-A0	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
            and	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
  consideration	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
             of	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
            any	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
        history	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
             of	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
       violence	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
        against	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
     supporting	     supporting	         O	         O	         O	         O	         O	         O	         O	         O	       S-V	         O
          party	              -	         O	         O	         O	         O	         O	         O	         O	         O	      S-A0	         O
             by	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O
      supported	      supported	         O	         O	         O	         O	         O	         O	         O	         O	         O	       S-V
          party	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	      S-A0
              .	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O

              "	              -
              (	              -
              j	              -
              )	              -
            The	              -
      immediate	              -
            and	              -
       specific	              -
            tax	              -
   consequences	              -
             to	              -
           each	              -
          party	              -
              .	              -

              "	              -
              (	              -
              k	              -
              )	              -
            The	              -
        balance	              -
             of	              -
            the	              -
      hardships	              -
             to	              -
           each	              -
          party	              -
              .	              -

              "	              -	         O	         O
              (	              -	         O	         O
              l	              -	         O	         O
              )	              -	         O	         O
            The	              -	         O	         O
           goal	              -	         O	         O
           that	              -	         O	         O
            the	              -	         O	      B-A1
      supported	      supported	       S-V	      I-A1
          party	              -	      S-A0	      E-A1
          shall	              -	         O	  S-AM-MOD
             be	              -	         O	         O
self-supporting	self-supporting	         O	       S-V
         within	              -	         O	  B-AM-TMP
              a	              -	         O	  I-AM-TMP
     reasonable	              -	         O	  I-AM-TMP
         period	              -	         O	  I-AM-TMP
             of	              -	         O	  I-AM-TMP
          time.	              -	         O	  E-AM-TMP

         Except	              -	         O
             in	              -	         O
            the	              -	         O
           case	              -	         O
             of	              -	         O
              a	              -	      B-A1
       marriage	              -	      E-A1
             of	              -	         O
           long	              -	         O
       duration	              -	         O
             as	              -	         O
      described	      described	       S-V
             in	              -	  B-AM-LOC
        Section	              -	  I-AM-LOC
           4336	              -	  E-AM-LOC
              ,	              -	         O
              [	              -	      B-A0
              [	              -	      I-A0
              3	              -	      I-A0
              ]	              -	      I-A0
              ]	              -	      I-A0
              a	              -	      I-A0
              `	              -	      I-A0
     reasonable	              -	      I-A0
         period	              -	      I-A0
             of	              -	      I-A0
           time	              -	      I-A0
              '	              -	      I-A0
            for	              -	      I-A0
       purposes	              -	      I-A0
             of	              -	      I-A0
           this	              -	      I-A0
        section	              -	      E-A0
      generally	              -	         O
          shall	              -	         O
             be	              -	         O
       one-half	              -	         O
            the	              -	         O
         length	              -	         O
             of	              -	         O
            the	              -	         O
       marriage	              -	         O
              .	              -	         O

        However	              -	  S-AM-DIS	         O	         O	         O
              ,	              -	         O	         O	         O	         O
        nothing	              -	      B-A2	      B-A0	         O	         O
             in	              -	      I-A2	      I-A0	         O	         O
           this	              -	      I-A2	      I-A0	         O	         O
        section	              -	      E-A2	      E-A0	         O	         O
             is	              -	         O	         O	         O	         O
       intended	       intended	       S-V	         O	         O	         O
             to	              -	      B-A1	         O	         O	         O
          limit	          limit	      I-A1	       S-V	         O	         O
            the	              -	      I-A1	      B-A1	         O	         O
          court	              -	      I-A1	      I-A1	         O	         O
             's	              -	      I-A1	      I-A1	         O	         O
     discretion	              -	      I-A1	      E-A1	         O	         O
             to	              -	      I-A1	  B-AM-PNC	         O	         O
          order	              -	      I-A1	  I-AM-PNC	         O	         O
        support	              -	      I-A1	  I-AM-PNC	         O	         O
            for	              -	      I-A1	  I-AM-PNC	         O	         O
              a	              -	      I-A1	  I-AM-PNC	      B-A1	         O
        greater	              -	      I-A1	  I-AM-PNC	      I-A1	         O
             or	              -	      I-A1	  I-AM-PNC	      I-A1	         O
         lesser	              -	      I-A1	  I-AM-PNC	      I-A1	         O
         length	              -	      I-A1	  I-AM-PNC	      I-A1	         O
             of	              -	      I-A1	  I-AM-PNC	      I-A1	         O
           time	              -	      I-A1	  I-AM-PNC	      E-A1	         O
              ,	              -	      I-A1	  I-AM-PNC	         O	         O
          based	          based	      I-A1	  I-AM-PNC	       S-V	         O
             on	              -	      I-A1	  I-AM-PNC	      B-A2	         O
            any	              -	      I-A1	  I-AM-PNC	      I-A2	         O
             of	              -	      I-A1	  I-AM-PNC	      I-A2	         O
            the	              -	      I-A1	  I-AM-PNC	      I-A2	      B-A1
          other	              -	      I-A1	  I-AM-PNC	      I-A2	      I-A1
        factors	              -	      I-A1	  I-AM-PNC	      I-A2	      E-A1
         listed	         listed	      I-A1	  I-AM-PNC	      I-A2	       S-V
             in	              -	      I-A1	  I-AM-PNC	      I-A2	      B-A2
           this	              -	      I-A1	  I-AM-PNC	      I-A2	      I-A2
        section	              -	      I-A1	  I-AM-PNC	      I-A2	      I-A2
              ,	              -	      I-A1	  I-AM-PNC	      I-A2	      I-A2
        Section	              -	      I-A1	  I-AM-PNC	      I-A2	      I-A2
           4336	              -	      I-A1	  I-AM-PNC	      I-A2	      I-A2
              ,	              -	      I-A1	  I-AM-PNC	      I-A2	      E-A2
            and	              -	      I-A1	  I-AM-PNC	      I-A2	         O
            the	              -	      I-A1	  I-AM-PNC	      I-A2	         O
  circumstances	              -	      I-A1	  I-AM-PNC	      I-A2	         O
             of	              -	      I-A1	  I-AM-PNC	      I-A2	         O
            the	              -	      I-A1	  I-AM-PNC	      I-A2	         O
        parties	              -	      E-A1	  E-AM-PNC	      E-A2	         O
              .	              -	         O	         O	         O	         O

              "	              -	      B-A1	         O
              (	              -	      I-A1	         O
              m	              -	      I-A1	         O
              )	              -	      I-A1	         O
            The	              -	      I-A1	      B-A0
       criminal	              -	      I-A1	      I-A0
     conviction	              -	      I-A1	      I-A0
             of	              -	      I-A1	      I-A0
             an	              -	      I-A1	      I-A0
        abusive	              -	      I-A1	      I-A0
         spouse	              -	      E-A1	      E-A0
          shall	              -	  S-AM-MOD	         O
             be	              -	         O	         O
     considered	     considered	       S-V	         O
             in	              -	      B-A2	         O
         making	         making	      I-A2	       S-V
              a	              -	      I-A2	      B-A1
      reduction	              -	      I-A2	      I-A1
             or	              -	      I-A2	      I-A1
    elimination	              -	      I-A2	      I-A1
             of	              -	      I-A2	      I-A1
              a	              -	      I-A2	      I-A1
        spousal	              -	      I-A2	      I-A1
        support	              -	      I-A2	      I-A1
          award	              -	      I-A2	      I-A1
             in	              -	      I-A2	      I-A1
     accordance	              -	      I-A2	      I-A1
           with	              -	      I-A2	      I-A1
        Section	              -	      E-A2	      E-A1
          4325.	              -	         O	         O

              "	              -	         O
              (	              -	         O
              n	              -	         O
              )	              -	         O
            Any	              -	      B-A1
          other	              -	      I-A1
        factors	              -	      E-A1
            the	              -	      B-A0
          court	              -	      E-A0
     determines	     determines	       S-V
            are	              -	         O
           just	              -	         O
            and	              -	         O
      equitable	              -	         O
              .	              -	         O

              "	              -

            649	              -
           *649	              -
              "	              -
              `	              -
              "	              -
   Modification	              -
             of	              -
        spousal	              -
        support	              -
              .	              -

              .	              -

              .	              -

       requires	       requires	       S-V
              a	              -	      B-A1
       material	              -	      I-A1
         change	              -	      I-A1
             of	              -	      I-A1
  circumstances	              -	      I-A1
          since	              -	      I-A1
            the	              -	      I-A1
           last	              -	      I-A1
          order	              -	      E-A1
              .	              -	         O

              '	              -
              "	              -
              [	              -
      Citations	              -
              .	              -

              ]	              -
              "	              -
              (	              -
             In	              -
             re	              -
       Marriage	              -
             of	              -
          Bower	              -
              ,	              -
          supra	              -
              ,	              -
             96	              -
           Cal.	              -
        App.4th	              -
             at	              -
             p.	              -

            899	              -
              ,	              -
            117	              -
           Cal.	              -
        Rptr.2d	              -
            520	              -
              .	              -

              )	              -	         O
        However	              -	  S-AM-DIS
              ,	              -	         O
              "	              -	         O
              [	              -	         O
              t	              -	         O
              ]	              -	         O
             he	              -	         O
       standard	              -	         O
           rule	              -	         O
           that	              -	         O
  modifications	              -	      B-A1
             in	              -	      I-A1
        support	              -	      I-A1
         orders	              -	      E-A1
            may	              -	  S-AM-MOD
           only	              -	  S-AM-ADV
             be	              -	         O
        granted	        granted	       S-V
             if	              -	  B-AM-ADV
          there	              -	  I-AM-ADV
            has	              -	  I-AM-ADV
           been	              -	  I-AM-ADV
              a	              -	  I-AM-ADV
       material	              -	  I-AM-ADV
         change	              -	  I-AM-ADV
             of	              -	  I-AM-ADV
  circumstances	              -	  I-AM-ADV
          since	              -	  I-AM-ADV
            the	              -	  I-AM-ADV
           last	              -	  I-AM-ADV
          order	              -	  I-AM-ADV
              [	              -	  I-AM-ADV
       citation	              -	  I-AM-ADV
              ]	              -	  I-AM-ADV
            was	              -	  E-AM-ADV
              .	              -	         O

              .	              -

              .	              -

            not	              -	         O	         O	         O	         O	         O
              [	              -	         O	         O	         O	         O	         O
       designed	       designed	       S-V	         O	         O	         O	         O
              ]	              -	      B-A3	         O	         O	         O	         O
             to	              -	      I-A3	         O	         O	         O	         O
     circumvent	     circumvent	      I-A3	       S-V	         O	         O	         O
            the	              -	      I-A3	      B-A1	      B-A0	         O	         O
           goal	              -	      I-A3	      E-A1	      E-A0	         O	         O
           that	              -	      I-A3	         O	    S-R-A0	         O	         O
      supported	      supported	      I-A3	         O	       S-V	         O	         O
        spouses	              -	      I-A3	         O	      B-A1	      S-A1	      S-A1
         become	         become	      I-A3	         O	      I-A1	       S-V	         O
self-supporting	self-supporting	      I-A3	         O	      I-A1	      S-A2	       S-V
         within	              -	      I-A3	         O	      I-A1	  B-AM-TMP	  B-AM-TMP
              a	              -	      I-A3	         O	      I-A1	  I-AM-TMP	  I-AM-TMP
     reasonable	              -	      I-A3	         O	      I-A1	  I-AM-TMP	  I-AM-TMP
         period	              -	      I-A3	         O	      I-A1	  I-AM-TMP	  I-AM-TMP
             of	              -	      I-A3	         O	      I-A1	  I-AM-TMP	  I-AM-TMP
          time.	              -	      E-A3	         O	      E-A1	  E-AM-TMP	  E-AM-TMP

              [	              -
       Citation	              -
              .	              -

              ]	              -
              "	              -
              (	              -
             In	              -
             re	              -
       Marriage	              -
             of	              -
       Schaffer	              -
              (	              -
           1999	              -
              )	              -
             69	              -
           Cal.	              -
        App.4th	              -
            801	              -
              ,	              -
        803-804	              -
              ,	              -
             81	              -
           Cal.	              -
        Rptr.2d	              -
            797	              -
              .	              -

              )	              -

             2.	              -

         Change	              -
             of	              -
  circumstances	              -

            The	              -	      B-A0	         O
          trial	              -	      I-A0	         O
          court	              -	      I-A0	         O
             's	              -	      I-A0	         O
          April	              -	      I-A0	         O
           2005	              -	      I-A0	         O
          order	              -	      E-A0	         O
      contained	      contained	       S-V	         O
        several	              -	      B-A1	         O
       findings	              -	      I-A1	         O
       relevant	              -	      I-A1	         O
             to	              -	      I-A1	         O
        whether	              -	      I-A1	         O
        changed	        changed	      I-A1	       S-V
  circumstances	              -	      I-A1	      S-A1
      warranted	              -	      I-A1	         O
   modification	              -	      I-A1	         O
             of	              -	      I-A1	         O
            the	              -	      I-A1	         O
          April	              -	      I-A1	         O
           2003	              -	      I-A1	         O
          award	              -	      E-A1	         O
              .	              -	         O	         O

             a.	              -	      B-A0	      B-A1	      B-A0	         O
       Michelle	              -	      I-A0	      I-A1	      I-A0	         O
             's	              -	      E-A0	      E-A1	      I-A0	         O
        failure	              -	         O	         O	      I-A0	         O
             to	              -	         O	         O	      I-A0	         O
     diligently	              -	  S-AM-MNR	         O	      I-A0	         O
           seek	           seek	       S-V	         O	      I-A0	         O
             to	              -	      B-A1	         O	      I-A0	         O
         become	         become	      I-A1	       S-V	      I-A0	         O
self-supporting	              -	      E-A1	      S-A2	      E-A0	         O
    constitutes	    constitutes	         O	         O	       S-V	         O
              a	              -	         O	         O	      B-A1	         O
         change	              -	         O	         O	      I-A1	         O
             in	              -	         O	         O	      I-A1	         O
  circumstances	              -	         O	         O	      I-A1	         O
     justifying	     justifying	         O	         O	      I-A1	       S-V
              a	              -	         O	         O	      I-A1	      B-A1
   modification	              -	         O	         O	      I-A1	      I-A1
             of	              -	         O	         O	      I-A1	      I-A1
            the	              -	         O	         O	      I-A1	      I-A1
        spousal	              -	         O	         O	      I-A1	      I-A1
        support	              -	         O	         O	      I-A1	      I-A1
          award	              -	         O	         O	      E-A1	      E-A1

       Michelle	              -	      S-A0	         O	         O
       contends	       contends	       S-V	         O	         O
           that	              -	      B-A1	         O	         O
            she	              -	      I-A1	      S-A0	      S-A1
     diligently	              -	      I-A1	  S-AM-MNR	         O
         sought	         sought	      I-A1	       S-V	         O
             to	              -	      I-A1	      B-A1	         O
         become	         become	      I-A1	      I-A1	       S-V
self-supporting	              -	      I-A1	      I-A1	      B-A2
        through	              -	      I-A1	      I-A1	      I-A2
     employment	              -	      E-A1	      E-A1	      E-A2
              .	              -	         O	         O	         O

              (	              -
              i	              -
              )	              -
     Applicable	              -
            law	              -

        Section	              -	      B-A0	         O	         O	         O	         O	         O	         O	         O
           4320	              -	      I-A0	         O	         O	         O	         O	         O	         O	         O
              ,	              -	      I-A0	         O	         O	         O	         O	         O	         O	         O
    subdivision	              -	      I-A0	         O	         O	         O	         O	         O	         O	         O
              (	              -	      I-A0	         O	         O	         O	         O	         O	         O	         O
              a	              -	      I-A0	         O	         O	         O	         O	         O	         O	         O
              )	              -	      E-A0	         O	         O	         O	         O	         O	         O	         O
       requires	       requires	       S-V	         O	         O	         O	         O	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O	         O	         O	         O	         O
             in	              -	      I-A1	         O	  B-AM-MNR	         O	         O	         O	         O	         O
       awarding	       awarding	      I-A1	       S-V	  I-AM-MNR	         O	         O	         O	         O	         O
        spousal	              -	      I-A1	      B-A1	  I-AM-MNR	         O	         O	         O	         O	         O
        support	              -	      E-A1	      E-A1	  E-AM-MNR	         O	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	      B-A1	      B-A0	      B-A0	         O	         O	         O	         O	         O
          court	              -	      I-A1	      E-A0	      E-A0	         O	         O	         O	         O	         O
       consider	       consider	      I-A1	         O	       S-V	         O	         O	         O	         O	         O
            the	              -	      I-A1	         O	      B-A1	         O	         O	         O	         O	         O
         extent	              -	      I-A1	         O	      I-A1	         O	         O	         O	         O	         O
             to	              -	      I-A1	         O	      I-A1	         O	         O	         O	         O	         O
          which	              -	      I-A1	         O	      I-A1	         O	    S-R-A1	         O	    S-R-A1	         O
            the	              -	      I-A1	         O	      I-A1	         O	      B-A0	         O	      B-A0	         O
      supported	      supported	      I-A1	         O	      I-A1	       S-V	      I-A0	         O	      I-A0	         O
          party	              -	      I-A1	         O	      I-A1	      S-A0	      E-A0	         O	      E-A0	         O
      possesses	      possesses	      I-A1	         O	      I-A1	         O	       S-V	         O	         O	         O
              ,	              -	      I-A1	         O	      I-A1	         O	         O	         O	         O	         O
             or	              -	      I-A1	         O	      I-A1	         O	         O	         O	         O	         O
            may	              -	      I-A1	         O	      I-A1	         O	         O	  S-AM-MOD	         O	         O
           come	           come	      I-A1	         O	      I-A1	         O	         O	       S-V	         O	         O
             to	              -	      I-A1	         O	      I-A1	         O	         O	    B-C-A1	         O	         O
        possess	        possess	      I-A1	         O	      I-A1	         O	         O	    E-C-A1	       S-V	         O
              ,	              -	      I-A1	         O	      I-A1	         O	         O	         O	         O	         O
     marketable	              -	      I-A1	         O	      I-A1	         O	         O	         O	      B-A1	         O
     employment	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	         O
         skills	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	         O
     sufficient	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	         O
             to	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	         O
        achieve	        achieve	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	       S-V
            the	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	      B-A1
        marital	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	      I-A1
       standard	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	      I-A1
             of	              -	      I-A1	         O	      I-A1	         O	         O	         O	      I-A1	      I-A1
         living	              -	      E-A1	         O	      E-A1	         O	         O	         O	      E-A1	      E-A1
              .	              -	         O	         O	         O	         O	         O	         O	         O	         O

        Section	              -	      B-A0	         O	         O	         O
           4320	              -	      I-A0	         O	         O	         O
              ,	              -	      I-A0	         O	         O	         O
    subdivision	              -	      I-A0	         O	         O	         O
              (	              -	      I-A0	         O	         O	         O
              l	              -	      I-A0	         O	         O	         O
              )	              -	      E-A0	         O	         O	         O
        directs	        directs	       S-V	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O
            the	              -	      I-A1	      B-A0	         O	         O
          court	              -	      I-A1	      E-A0	         O	         O
           also	              -	      I-A1	  S-AM-DIS	         O	         O
       consider	       consider	      I-A1	       S-V	         O	         O
              "	              -	      I-A1	      B-A1	         O	         O
              [	              -	      I-A1	      I-A1	         O	         O
              t	              -	      I-A1	      I-A1	         O	         O
              ]	              -	      I-A1	      I-A1	         O	         O
             he	              -	      I-A1	      I-A1	         O	         O
           goal	              -	      I-A1	      I-A1	         O	         O
           that	              -	      I-A1	      I-A1	         O	         O
            the	              -	      I-A1	      I-A1	         O	      B-A1
      supported	      supported	      I-A1	      I-A1	       S-V	      I-A1
          party	              -	      I-A1	      I-A1	      S-A1	      E-A1
